URL,prchecker
558_www.denverpost.com.txt,7
895_leaderpost.com.txt,7
505_www.azcentral.com.txt,6
256_www.indystar.com.txt,6
435_www.northjersey.com.txt,6
509_www.lansingstatejournal.com.txt,6
249_thetartan.org.txt,6
1006_www.gosanangelo.com.txt,5
371_carver.wickedlocal.com.txt,0
186_www.thevwindependent.com.txt,0
